id,country,name,name_zh,type,longitude,latitude,map_x,map_y
MEX-2736,Mexico,Quintana Roo,金塔纳罗奥州,State,-88.344000,19.386100,0.697850,0.830556
MEX-2715,Mexico,San Luis Potosí,圣路易斯波托西州,State,-100.324000,22.446500,0.622975,0.791816
MEX-2711,Mexico,Sinaloa,锡那罗亚州,State,-108.001000,25.604100,0.574994,0.751847
MEX-2712,Mexico,Sonora,索诺拉州,State,-110.485000,29.529300,0.559469,0.702161
MEX-2725,Mexico,Tabasco,塔巴斯科州,State,-92.827400,18.125200,0.669829,0.846516
MEX-2716,Mexico,Tamaulipas,塔毛利帕斯州,State,-98.519700,24.080800,0.634252,0.771129
MEX-2726,Mexico,Tlaxcala,特拉斯卡拉州,State,-98.161000,19.395600,0.636494,0.830435
MEX-2734,Mexico,Veracruz,韦拉克鲁斯州,State,-96.595300,19.092600,0.646279,0.834271
MEX-2737,Mexico,Yucatán,尤卡坦州,State,-88.983600,20.663000,0.693852,0.814392
MEX-2713,Mexico,Zacatecas,萨卡特卡斯州,State,-102.579000,23.378500,0.608881,0.780019
MSR-5087,Montserrat,Saint Anthony,圣安东尼,Parish,-62.188600,16.704800,0.861321,0.864496
MSR-5088,Montserrat,Saint Georges,圣乔治教区,Parish,-62.167100,16.744200,0.861456,0.863997
MSR-5089,Montserrat,Saint Peter,圣彼得,Parish,-62.201700,16.776200,0.861239,0.863592
NLD-5147,Netherlands,Saba,薩巴,Special Municipality,-63.237100,17.632500,0.854768,0.852753
NLD-5148,Netherlands,St. Eustatius,圣尤斯特歇斯,Special Municipality,-62.971900,17.485200,0.856426,0.854618
NIC-657,Nicaragua,Atlántico Norte,北加勒比海岸自治区,Autonomous Region,-84.150100,13.997000,0.724062,0.898772
NIC-644,Nicaragua,Atlántico Sur,南加勒比海岸自治区,Autonomous Region,-84.214700,12.226500,0.723658,0.921184
NIC-668,Nicaragua,Boaco,博阿科省,Department,-85.473400,12.524000,0.715791,0.917418
NIC-654,Nicaragua,Carazo,卡拉索省,Department,-86.287400,11.769200,0.710704,0.926972
NIC-663,Nicaragua,Chinandega,奇南德加省,Department,-87.170200,12.747500,0.705186,0.914589
NIC-669,Nicaragua,Chontales,琼塔莱斯省,Department,-85.115600,12.029200,0.718028,0.923681
NIC-664,Nicaragua,Estelí,埃斯特利省,Department,-86.407200,13.225000,0.709955,0.908544
NIC-655,Nicaragua,Granada,格拉納達省,Department,-85.969800,11.873600,0.712689,0.925651
NIC-656,Nicaragua,Jinotega,希诺特加省,Department,-85.541700,13.697500,0.715364,0.902563
NIC-658,Nicaragua,León,萊昂省,Department,-86.718700,12.416800,0.708008,0.918775
NIC-665,Nicaragua,Madriz,马德里斯省,Department,-86.412000,13.496300,0.709925,0.905110
NIC-659,Nicaragua,Managua,马拿瓜省,Department,-86.249300,12.303500,0.710942,0.920209
NIC-660,Nicaragua,Masaya,马萨亚省,Department,-86.122700,11.995900,0.711733,0.924103
NIC-666,Nicaragua,Matagalpa,马塔加尔帕省,Department,-85.492600,13.024200,0.715671,0.911086
NIC-667,Nicaragua,Nueva Segovia,新塞哥维亚省,Department,-86.258900,13.718300,0.710882,0.902300
NIC-4800,Nicaragua,Rio San Juan,圣胡安河省,Department,-84.518400,11.169100,0.721760,0.934568
NIC-24,Nicaragua,Rivas,里瓦斯省,Department,-85.763300,11.352400,0.713979,0.932248
PAN-1958,Panama,Bocas del Toro,博卡斯德尔托罗省,Province,-82.659700,9.207390,0.733377,0.959400
PAN-1332,Panama,Chiriquí,奇里基省,Province,-82.099200,8.308240,0.736880,0.970782
PAN-1336,Panama,Coclé,科克莱省,Province,-80.431400,8.577080,0.747304,0.967379
PAN-1337,Panama,Colón,科隆省,Province,-79.968300,9.170180,0.750198,0.959871
PAN-1418,Panama,Darién,达连省,Province,-77.706700,7.901940,0.764333,0.975925
PAN-3455,Panama,Emberá,安贝拉自治区,Indigenous Territory,-78.139600,7.860130,0.761628,0.976454
PAN-1338,Panama,Herrera,埃雷拉省,Province,-80.661300,7.856320,0.745867,0.976502
PAN-1419,Panama,Kuna Yala,雅拉库纳族自治区,Indigenous Territory,-78.327300,9.282690,0.760454,0.958447
PAN-1339,Panama,Los Santos,洛斯桑托斯省,Province,-80.392700,7.584030,0.747546,0.979949
PAN-3454,Panama,Ngöbe Buglé,恩戈贝布格勒自治区,Indigenous Territory,-81.755800,8.680000,0.739026,0.966076
PAN-1340,Panama,Panama,巴拿马省,Province,-78.928300,9.086280,0.756698,0.960933
PAN-1341,Panama,Veraguas,贝拉瓜斯省,Province,-81.144700,8.225530,0.742846,0.971829
PRI-5260,Puerto Rico,Puerto Rico,波多黎各,,-66.444100,18.244800,0.834724,0.845003
RUS-2321,Russia,Chukchi Autonomous Okrug,楚科奇自治区,Autonomous Province,170.516000,66.751700,0.065725,0.230991
RUS-3468,Russia,Kamchatka,堪察加邊疆區,Region,160.187000,56.532500,0.001169,0.360348
BLM-5113,Saint Barthelemy,Saint Barthélemy,圣巴泰勒米,,-62.828800,17.901700,0.857320,0.849346
KNA-5099,Saint Kitts and Nevis,Christ Church Nichola Town,基督教会尼古拉镇区,Parish,-62.758200,17.364000,0.857761,0.856152
KNA-5100,Saint Kitts and Nevis,Saint Anne Sandy Point,圣安娜沙角区,Parish,-62.836900,17.357400,0.857269,0.856235
KNA-5101,Saint Kitts and Nevis,Saint George Basseterre,圣乔治巴塞特莱区,Parish,-62.686800,17.283600,0.858208,0.857170
KNA-5102,Saint Kitts and Nevis,Saint George Gingerland,圣乔治金哲兰区,Parish,-62.557100,17.130100,0.859018,0.859113
KNA-5103,Saint Kitts and Nevis,Saint James Windward,圣詹姆斯温沃德区,Parish,-62.571800,17.178200,0.858926,0.858504
KNA-5104,Saint Kitts and Nevis,Saint John Capesterre,圣约翰卡皮斯特莱区,Parish,-62.796700,17.382000,0.857521,0.855924
KNA-5105,Saint Kitts and Nevis,Saint John Figtree,圣约翰费格特里区,Parish,-62.594900,17.116200,0.858782,0.859289
KNA-5106,Saint Kitts and Nevis,Saint Mary Cayon,圣玛丽卡永区,Parish,-62.728600,17.345900,0.857946,0.856381
KNA-5107,Saint Kitts and Nevis,Saint Paul Capesterre,圣保罗卡皮斯特莱区,Parish,-62.833700,17.391100,0.857289,0.855809
KNA-5108,Saint Kitts and Nevis,Saint Paul Charlestown,圣保罗查尔斯敦区,Parish,-62.616200,17.135000,0.858649,0.859051
KNA-5109,Saint Kitts and Nevis,Saint Peter Basseterre,圣彼得巴塞特莱区,Parish,-62.706500,17.322100,0.858084,0.856682
KNA-5110,Saint Kitts and Nevis,Saint Thomas Lowland,圣托马斯低地区,Parish,-62.606400,17.159700,0.858710,0.858738
KNA-5111,Saint Kitts and Nevis,Saint Thomas Middle Island,圣托马斯米德艾兰区,Parish,-62.794300,17.327900,0.857536,0.856609
KNA-5112,Saint Kitts and Nevis,Trinity Palmetto Point,特立尼提帕美托角区,Parish,-62.748300,17.307400,0.857823,0.856868
LCA-5076,Saint Lucia,Anse-la-Raye,昂斯拉雷区,Quarter,-61.018900,13.935000,0.868632,0.899557
LCA-5077,Saint Lucia,Castries,卡斯特里區,Quarter,-60.974900,14.000400,0.868907,0.898729
LCA-5078,Saint Lucia,Choiseul,舒瓦瑟爾區,Quarter,-61.029600,13.791200,0.868565,0.901377
LCA-5079,Saint Lucia,Dauphin,多芬區,Quarter,-60.906200,14.017600,0.869336,0.898511
LCA-5080,Saint Lucia,Dennery,登内里区,Quarter,-60.905200,13.942500,0.869343,0.899462
LCA-5081,Saint Lucia,Gros Islet,格罗斯伊斯勒区,Quarter,-60.944600,14.066400,0.869096,0.897894
LCA-5082,Saint Lucia,Laborie,拉博列区,Quarter,-60.986700,13.767600,0.868833,0.901676
LCA-5083,Saint Lucia,Micoud,米库区,Quarter,-60.918000,13.815900,0.869262,0.901065
LCA-5084,Saint Lucia,Praslin,普拉兰区,Quarter,-60.918000,13.867400,0.869262,0.900413
LCA-5085,Saint Lucia,Soufrière,苏弗里耶尔区,Quarter,-61.044700,13.854500,0.868471,0.900576
LCA-5086,Saint Lucia,Vieux Fort,伯堡区,Quarter,-60.943800,13.776200,0.869101,0.901567
MAF-5145,Saint Martin,St. Martin,法属圣马丁,,-63.078000,18.079900,0.855763,0.847090
SPM-4867,Saint Pierre and Miquelon,Miquelon-Langlade,密克隆-朗格拉德,Commune,-56.341800,47.046100,0.897864,0.480429
SPM-4866,Saint Pierre and Miquelon,Saint-Pierre,圣皮埃尔和密克隆,Commune,-56.191800,46.779500,0.898801,0.483804
VCT-5063,Saint Vincent and the Grenadines,Charlotte,夏洛特区,Parish,-61.147500,13.282500,0.867828,0.907816
VCT-5064,Saint Vincent and the Grenadines,Grenadines,格瑞那丁区,Parish,-61.229000,13.016100,0.867319,0.911189
VCT-5065,Saint Vincent and the Grenadines,Saint Andrew,圣安德鲁区,Parish,-61.228700,13.197700,0.867321,0.908890
VCT-5066,Saint Vincent and the Grenadines,Saint David,圣大卫区,Parish,-61.204000,13.314200,0.867475,0.907415
VCT-5067,Saint Vincent and the Grenadines,Saint George,圣乔治区,Parish,-61.189900,13.169500,0.867563,0.909247
VCT-5068,Saint Vincent and the Grenadines,Saint Patrick,圣派屈克区,Parish,-61.253400,13.231300,0.867166,0.908465
SXM-5146,Sint Maarten,Sint Maarten,荷属圣马丁,,-63.067700,18.040100,0.855827,0.847594
BHS-5036,The Bahamas,Acklins,阿克林岛,District,-74.002400,22.374500,0.787485,0.792728
BHS-5018,The Bahamas,Berry Islands,贝里群岛,District,-77.852700,25.759100,0.763421,0.749885
BHS-5039,The Bahamas,Bimini,北比米尼岛,District,-79.281100,25.707400,0.754493,0.750539
BHS-5023,The Bahamas,Black Point,布莱克角,District,-76.362300,24.072000,0.772736,0.771241
BHS-5030,The Bahamas,Cat Island,卡特岛,District,-75.389400,24.258300,0.778816,0.768882
BHS-5015,The Bahamas,Central Abaco,中阿巴科,District,-77.117900,26.421500,0.768013,0.741500
BHS-5020,The Bahamas,Central Andros,中安德罗斯,District,-77.935500,24.475700,0.762903,0.766130
BHS-5028,The Bahamas,Central Eleuthera,中伊柳塞拉,District,-76.176000,25.158800,0.773900,0.757484
BHS-5010,The Bahamas,City of Freeport,自由港,District,-78.625200,26.533900,0.758593,0.740077
BHS-5035,The Bahamas,Crooked Island and Long Cay,克鲁克德岛,District,-74.240500,22.747200,0.785997,0.788010
BHS-5012,The Bahamas,East Grand Bahama,东大巴哈马区,District,-78.215000,26.659600,0.761156,0.738486
BHS-5024,The Bahamas,Exuma,埃克苏马,District,-75.906900,23.585500,0.775582,0.777399
BHS-5026,The Bahamas,Harbour Island,哈勃岛,District,-76.764100,25.544300,0.770224,0.752604
BHS-5038,The Bahamas,Inagua,那瓜岛,District,-73.360700,21.060000,0.791496,0.809367
BHS-5033,The Bahamas,Long Island,长岛,District,-74.913200,23.037000,0.781792,0.784342
BHS-5021,The Bahamas,Mangrove Cay,曼格罗夫岛,District,-77.801800,24.080600,0.763739,0.771132
BHS-5037,The Bahamas,Mayaguana,马亚瓜纳岛,District,-73.029500,22.384900,0.793566,0.792596
BHS-5017,The Bahamas,Moore's Island,摩尔岛,District,-77.552600,26.297300,0.765296,0.743072
BHS-5009,The Bahamas,New Providence,新普罗维登斯岛,Capital,-77.435600,25.014900,0.766027,0.759305
BHS-5014,The Bahamas,North Abaco,北阿巴科区,District,-77.635400,26.887300,0.764779,0.735604
BHS-5019,The Bahamas,North Andros,北安德罗斯岛,District,-77.997600,24.827600,0.762515,0.761676
BHS-5027,The Bahamas,North Eleuthera,北伊柳塞拉,District,-76.590000,25.438300,0.771312,0.753946
BHS-5034,The Bahamas,Ragged Island,拉吉德岛,District,-75.741300,22.229600,0.776617,0.794562
BHS-5032,The Bahamas,Rum Cay,拉姆岛,District,-74.840800,23.678700,0.782245,0.776219
BHS-5031,The Bahamas,San Salvador,圣萨尔瓦多岛,District,-74.478500,24.051300,0.784509,0.771503
BHS-5016,The Bahamas,South Abaco,南阿巴科区,District,-77.242100,26.017900,0.767237,0.746609
BHS-5022,The Bahamas,South Andros,南安德罗斯,District,-77.604300,23.782200,0.764973,0.774909
BHS-5029,The Bahamas,South Eleuthera,南伊柳塞拉,District,-76.196700,24.734400,0.773771,0.762856
BHS-5025,The Bahamas,Spanish Wells,西班牙韦尔斯,District,-76.833400,25.523700,0.769791,0.752865
BHS-5011,The Bahamas,West Grand Bahama,西大巴哈馬島區,District,-78.908500,26.638900,0.756822,0.738748
TTO-53,Trinidad and Tobago,Arima,阿里马,City,-61.280400,10.628400,0.866998,0.941413
TTO-63,Trinidad and Tobago,Chaguanas,查瓜纳斯,City,-61.413400,10.535900,0.866166,0.942584
TTO-58,Trinidad and Tobago,Couva-Tabaquite-Talparo,库瓦-塔瓦基特-塔尔帕罗地区,Region,-61.342500,10.451900,0.866609,0.943647
TTO-51,Trinidad and Tobago,Diego Martin,迭戈马丁地区,Region,-61.577800,10.712800,0.865139,0.940344
TTO-50,Trinidad and Tobago,Eastern Tobago,多巴哥岛,Region,-60.600100,11.289900,0.871249,0.933039
TTO-59,Trinidad and Tobago,Penal-Debe,皮纳尔-德贝郡,Region,-61.426900,10.145900,0.866082,0.947520
TTO-60,Trinidad and Tobago,Point Fortin,波因特福廷,City,-61.668500,10.166900,0.864572,0.947254
TTO-64,Trinidad and Tobago,Port of Spain,西班牙港,City,-61.520400,10.664700,0.865498,0.940953
TTO-57,Trinidad and Tobago,Princes Town,王子镇地区,Region,-61.309600,10.203900,0.866815,0.946786
TTO-55,Trinidad and Tobago,Rio Claro-Mayaro,马亚罗-里奥克拉罗区,Region,-61.102400,10.281400,0.868110,0.945805
TTO-62,Trinidad and Tobago,San Fernando,圣费尔南多,City,-61.458900,10.277200,0.865882,0.945858
TTO-56,Trinidad and Tobago,San Juan-Laventille,圣胡安-拉文蒂尔区,Region,-61.449800,10.613000,0.865939,0.941608
TTO-54,Trinidad and Tobago,Sangre Grande,大桑格雷地区,Region,-61.127700,10.683800,0.867952,0.940711
TTO-52,Trinidad and Tobago,Siparia,锡帕里亚郡,Region,-61.698700,10.118000,0.864383,0.947873
TTO-61,Trinidad and Tobago,Tunapuna/Piarco,麦高耶,Region,-61.325400,10.690300,0.866716,0.940629
TTO-5090,Trinidad and Tobago,Western Tobago,多巴哥岛,Region,-60.770900,11.195900,0.870182,0.934229
TCA-5007,Turks and Caicos Islands,Grand Turk,大特克岛,,-71.137000,21.472500,0.805394,0.804146
TCA-5003,Turks and Caicos Islands,Middle Caicos,中凯科斯岛,,-71.766900,21.819600,0.801457,0.799752
TCA-5004,Turks and Caicos Islands,North Caicos,北凯科斯岛,,-71.929800,21.891600,0.800439,0.798841
TCA-5005,Turks and Caicos Islands,Providenciales and West Caicos,普罗维登夏莱斯和西凯科斯群岛,,-72.286100,21.798700,0.798212,0.800016
TCA-5008,Turks and Caicos Islands,Salt Cay,索尔特岛,,-71.207200,21.329500,0.804955,0.805956
TCA-5006,Turks and Caicos Islands,South Caicos and East Caicos,南凯科斯和东凯科斯,,-71.478200,21.703400,0.803261,0.801223
USG+00?,US Naval Base Guantanamo Bay,Guantanamo Bay USNB,关塔那摩湾美国海军基地,,-75.196400,19.934700,0.780022,0.823611
UMI-5174,United States Minor Outlying Islands,Johnston Atoll,约翰斯顿环礁,,-169.538000,16.727300,0.190387,0.864211
UMI-5176,United States Minor Outlying Islands,Midway Islands,中途岛,,-177.376000,28.206000,0.141400,0.718911
UMI-5177,United States Minor Outlying Islands,Navassa Island,纳瓦萨岛,,-75.011000,18.404300,0.781181,0.842984
UMI-5179,United States Minor Outlying Islands,Wake Atoll,威克岛,,166.643000,19.286300,0.041519,0.831819
VIR-4870,United States Virgin Islands,Saint Croix,圣克洛伊岛,,-64.779800,17.735000,0.845126,0.851456
VIR-4869,United States Virgin Islands,Saint John,圣约翰区,,-64.746100,18.342200,0.845337,0.843770
VIR-4868,United States Virgin Islands,Saint Thomas,圣托马斯岛,,-64.926300,18.354300,0.844211,0.843616
USA-3541,United States of America,Alabama,亚拉巴马州,State,-86.718400,32.855100,0.708010,0.660062
USA-3563,United States of America,Alaska,阿拉斯加州,State,-151.604000,65.360900,0.302475,0.248596
USA-3520,United States of America,Arizona,亚利桑那州,State,-111.935000,34.304600,0.550406,0.641714
USA-3528,United States of America,Arkansas,阿肯色州,State,-92.142800,34.756300,0.674108,0.635996
USA-3521,United States of America,California,加利福尼亚州,State,-119.591000,36.749600,0.502556,0.610765
USA-3522,United States of America,Colorado,科罗拉多州,State,-105.543000,38.999800,0.590356,0.582281
USA-3537,United States of America,Connecticut,康涅狄格州,State,-72.759400,41.648600,0.795254,0.548752
USA-3555,United States of America,Delaware,特拉华州,State,-75.411200,38.865700,0.778680,0.583978
USA-3556,United States of America,District of Columbia,华盛顿哥伦比亚特区,Federal District,-77.011300,38.892200,0.768679,0.583643
USA-3542,United States of America,Florida,佛罗里达州,State,-81.622800,28.156800,0.739857,0.719534
USA-3543,United States of America,Georgia,佐治亚州,State,-83.407800,32.854700,0.728701,0.660067
USA-3517,United States of America,Hawaii,夏威夷州,State,-157.999000,21.491900,0.262506,0.803900
USA-3518,United States of America,Idaho,爱达荷州,State,-114.133000,43.782500,0.536669,0.521741
USA-3546,United States of America,Illinois,伊利诺伊州,State,-89.199100,39.946000,0.692506,0.570304
USA-3547,United States of America,Indiana,印第安纳州,State,-86.139600,39.887400,0.711628,0.571046
USA-3529,United States of America,Iowa,艾奥瓦州,State,-93.389100,42.042300,0.666318,0.543768
USA-3530,United States of America,Kansas,堪萨斯州,State,-98.330900,38.500000,0.635432,0.588608
USA-3548,United States of America,Kentucky,肯塔基州,State,-85.572900,37.399400,0.715169,0.602539
USA-3535,United States of America,Louisiana,路易斯安那州,State,-91.999100,30.527400,0.675006,0.689527
USA-3561,United States of America,Maine,缅因州,State,-69.197300,45.148000,0.817517,0.504456
USA-3557,United States of America,Maryland,马里兰州,State,-77.045400,39.387400,0.768466,0.577375
USA-3513,United States of America,Massachusetts,马萨诸塞州,State,-71.999300,42.373900,0.800004,0.539571
USA-3562,United States of America,Michigan,密歇根州,State,-84.947900,43.434300,0.719076,0.526148
USA-3514,United States of America,Minnesota,明尼苏达州,State,-93.364000,46.059200,0.666475,0.492922
USA-3544,United States of America,Mississippi,密西西比州,State,-89.718900,32.865700,0.689257,0.659928
USA-3531,United States of America,Missouri,密苏里州,State,-92.446000,38.548700,0.672212,0.587991
USA-3515,United States of America,Montana,蒙大拿州,State,-110.044000,46.996500,0.562225,0.481057
USA-3532,United States of America,Nebraska,內布拉斯加州,State,-99.685500,41.500200,0.626966,0.550630
USA-3523,United States of America,Nevada,内华达州,State,-117.020000,39.429900,0.518625,0.576837
USA-3538,United States of America,New Hampshire,新罕布什尔州,State,-71.630100,43.599300,0.802312,0.524059
USA-3558,United States of America,New Jersey,新泽西州,State,-74.465300,40.044900,0.784592,0.569052
USA-3524,United States of America,New Mexico,新墨西哥州,State,-106.024000,34.500200,0.587350,0.639238
USA-3559,United States of America,New York,纽约州,State,-75.324200,43.198800,0.779224,0.529129
USA-3549,United States of America,North Carolina,北卡罗来纳州,State,-78.866000,35.615200,0.757088,0.625124
USA-3516,United States of America,North Dakota,北达科他州,State,-100.302000,47.467500,0.623112,0.475095
USA-3550,United States of America,Ohio,俄亥俄州,State,-82.671900,40.092400,0.733301,0.568451
USA-3533,United States of America,Oklahoma,俄克拉荷马州,State,-97.130900,35.452000,0.642932,0.627190
USA-3525,United States of America,Oregon,俄勒冈州,State,-120.386000,43.833300,0.497588,0.521097
USA-3560,United States of America,Pennsylvania,宾夕法尼亚州,State,-77.609400,40.860100,0.764941,0.558733
USA-3539,United States of America,Rhode Island,罗得岛州,State,-71.508200,41.624200,0.803074,0.549061
USA-3545,United States of America,South Carolina,南卡罗来纳州,State,-80.647100,33.857800,0.745956,0.647370
USA-3534,United States of America,South Dakota,南达科他州,State,-100.255000,44.471100,0.623406,0.513024
USA-3551,United States of America,Tennessee,田纳西州,State,-86.341500,35.751400,0.710366,0.623400
USA-3536,United States of America,Texas,得克萨斯州,State,-98.760700,31.131000,0.632746,0.681886
USA-3526,United States of America,Utah,犹他州,State,-111.544000,39.500700,0.552850,0.575941
USA-3540,United States of America,Vermont,佛蒙特州,State,-72.731700,44.088600,0.795427,0.517866
USA-3552,United States of America,Virginia,弗吉尼亚州,State,-78.243100,37.740300,0.760981,0.598224
USA-3519,United States of America,Washington,华盛顿州,State,-120.361000,47.486500,0.497744,0.474854
USA-3554,United States of America,West Virginia,西維吉尼亞州,State,-80.712800,38.642200,0.745545,0.586808
USA-3553,United States of America,Wisconsin,威斯康星州,State,-89.583100,44.370900,0.690106,0.514292
USA-3527,United States of America,Wyoming,怀俄明州,State,-107.552000,42.999900,0.577800,0.531647
VEN+99?,Venezuela,,,,-63.638800,15.699000,0.852258,0.877228
VEN-40,Venezuela,Anzoátegui,安索阿特吉州,State,-64.194900,9.055860,0.848782,0.961318
VEN-25,Venezuela,Apure,阿普雷州,State,-68.550000,7.040500,0.821563,0.986829
VEN-41,Venezuela,Aragua,阿拉瓜州,State,-67.325200,10.161800,0.829218,0.947319
VEN-26,Venezuela,Barinas,巴里纳斯州,State,-69.979800,8.223790,0.812626,0.971851
VEN-39,Venezuela,Bolívar,玻利瓦尔州,State,-63.862800,6.006080,0.850858,0.999923
VEN-33,Venezuela,Carabobo,卡拉沃沃州,State,-67.974500,10.154800,0.825159,0.947408
VEN-32,Venezuela,Cojedes,科赫德斯州,State,-68.373800,9.301820,0.822664,0.958205
VEN-65,Venezuela,Delta Amacuro,阿马库罗三角洲州,State,-61.586300,8.789150,0.865086,0.964694
VEN-44,Venezuela,Dependencias Federales,联邦属地,Federal Dependency,-65.306700,10.933700,0.841833,0.937548
VEN-43,Venezuela,Distrito Capital,联邦区,Capital District,-66.964000,10.485700,0.831475,0.943219
VEN-23,Venezuela,Falcón,法尔孔州,State,-69.760400,11.089700,0.813997,0.935573
VEN-45,Venezuela,Guárico,瓜里科州,State,-66.479400,8.723700,0.834504,0.965523
VEN-34,Venezuela,Lara,拉腊州,State,-69.805300,10.155200,0.813717,0.947403
VEN-47,Venezuela,Miranda,米兰达州,State,-66.322900,10.261600,0.835482,0.946056
VEN-46,Venezuela,Monagas,莫纳加斯州,State,-63.086900,9.503950,0.855707,0.955646
VEN-27,Venezuela,Mérida,梅里达州,State,-71.239800,8.490980,0.804751,0.968469
VEN-48,Venezuela,Nueva Esparta,新埃斯帕塔州,State,-63.968900,10.971900,0.850194,0.937065
VEN-35,Venezuela,Portuguesa,波图格萨州,State,-69.377600,9.156250,0.816390,0.960047
VEN-49,Venezuela,Sucre,苏克雷州,State,-63.354200,10.472900,0.854036,0.943381
VEN-29,Venezuela,Trujillo,特鲁希略州,State,-70.551900,9.495080,0.809051,0.955758
VEN-28,Venezuela,Táchira,塔奇拉州,State,-72.003900,7.857340,0.799976,0.976489
VEN-42,Venezuela,Vargas,瓦尔加斯州,State,-66.856600,10.581800,0.832146,0.942003
VEN-36,Venezuela,Yaracuy,亚拉奎州,State,-68.744700,10.346600,0.820346,0.944980
VEN-31,Venezuela,Zulia,苏利亚州,State,-72.548200,9.584690,0.796574,0.954624
