id,type,chapter,trigger,jump,unlockKind,unlockTarget,unlockValue,unlockHint
EV052,正常文本,第六章：风雨欲来,EV051完成后,EV051,story,EV051,1,完成上一段主线 EV051。
EV053,正常文本,第六章：风雨欲来,EV052完成后,EV052,story,EV052,1,完成上一段主线 EV052。
EV054,正常文本,第六章：风雨欲来,EV053完成后,EV053,story,EV053,1,完成上一段主线 EV053。
EV055,正常文本,第六章：风雨欲来,EV054完成后,EV054,story,EV054,1,完成上一段主线 EV054。
EV056,正常文本,第六章：风雨欲来,EV055完成后,EV055,story,EV055,1,完成上一段主线 EV055。
EV057,正常文本,第六章：风雨欲来,EV056完成后,EV056,story,EV056,1,完成上一段主线 EV056。
EV058,正常文本,第六章：风雨欲来,EV057完成后,EV057,story,EV057,1,完成上一段主线 EV057。
ZHY04,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
ZHF04,正常文本,支线剧情,EV057完成后,EV057,story,EV057,1,完成主线 EV057 后开放。
QSS04,正常文本,支线剧情,EV052完成后,EV052,story,EV052,1,完成主线 EV052 后开放。
SBC04,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
SCA04,正常文本,支线剧情,EV052完成后,EV052,story,EV052,1,完成主线 EV052 后开放。
HZY04,正常文本,支线剧情,EV053完成后,EV053,story,EV053,1,完成主线 EV053 后开放。
ZMZ04,正常文本,支线剧情,EV055完成后,EV055,story,EV055,1,完成主线 EV055 后开放。
FTS04,正常文本,支线剧情,EV053完成后,EV053,story,EV053,1,完成主线 EV053 后开放。
MQH04,正常文本,支线剧情,EV057完成后,EV057,story,EV057,1,完成主线 EV057 后开放。
GTY04,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
QRY03,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
GCE03,正常文本,支线剧情,EV052完成后,EV052,story,EV052,1,完成主线 EV052 后开放。
LCE04,正常文本,支线剧情,EV052完成后,EV052,story,EV052,1,完成主线 EV052 后开放。
WTZ04,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
ZM04,正常文本,支线剧情,EV053完成后,EV053,story,EV053,1,完成主线 EV053 后开放。
LPS04,正常文本,支线剧情,EV052完成后,EV052,story,EV052,1,完成主线 EV052 后开放。
CQF04,正常文本,支线剧情,EV053完成后,EV053,story,EV053,1,完成主线 EV053 后开放。
YSB04,正常文本,支线剧情,EV053完成后,EV053,story,EV053,1,完成主线 EV053 后开放。
XYG04,正常文本,支线剧情,EV053完成后,EV053,story,EV053,1,完成主线 EV053 后开放。
WLZ04,正常文本,支线剧情,EV053完成后,EV053,story,EV053,1,完成主线 EV053 后开放。
QBZ04,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
GWJ04,正常文本,支线剧情,EV052完成后,EV052,story,EV052,1,完成主线 EV052 后开放。
WDD03,正常文本,支线剧情,EV053完成后,EV053,story,EV053,1,完成主线 EV053 后开放。
ZG03,正常文本,支线剧情,EV053完成后,EV053,story,EV053,1,完成主线 EV053 后开放。
YST03,正常文本,支线剧情,EV052完成后,EV052,story,EV052,1,完成主线 EV052 后开放。
AH04,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
BY04,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
JL04,正常文本,支线剧情,EV052完成后,EV052,story,EV052,1,完成主线 EV052 后开放。
HY04,正常文本,支线剧情,EV053完成后,EV053,story,EV053,1,完成主线 EV053 后开放。
HF04,正常文本,支线剧情,EV053完成后,EV053,story,EV053,1,完成主线 EV053 后开放。
YY03,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
HX04,正常文本,支线剧情,EV055完成后,EV055,story,EV055,1,完成主线 EV055 后开放。
TP04,正常文本,支线剧情,EV057完成后,EV057,story,EV057,1,完成主线 EV057 后开放。
SY04,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
DY04,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
HL03,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
YN03,正常文本,支线剧情,EV053完成后,EV053,story,EV053,1,完成主线 EV053 后开放。
SD03,正常文本,支线剧情,EV052完成后,EV052,story,EV052,1,完成主线 EV052 后开放。
XS03,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
HDZ04,正常文本,支线剧情,EV052完成后,EV052,story,EV052,1,完成主线 EV052 后开放。
LQM04,正常文本,支线剧情,EV052完成后,EV052,story,EV052,1,完成主线 EV052 后开放。
BTB04,正常文本,支线剧情,EV052完成后,EV052,story,EV052,1,完成主线 EV052 后开放。
MLX04,正常文本,支线剧情,EV052完成后,EV052,story,EV052,1,完成主线 EV052 后开放。
HQF04,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
YQS04,正常文本,支线剧情,EV053完成后,EV053,story,EV053,1,完成主线 EV053 后开放。
JSJ04,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
SGD04,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
WLG04,正常文本,支线剧情,EV052完成后,EV052,story,EV052,1,完成主线 EV052 后开放。
DXX04,正常文本,支线剧情,EV055完成后,EV055,story,EV055,1,完成主线 EV055 后开放。
HXM03,正常文本,支线剧情,EV053完成后,EV053,story,EV053,1,完成主线 EV053 后开放。
DXY03,正常文本,支线剧情,EV052完成后,EV052,story,EV052,1,完成主线 EV052 后开放。
YBM03,正常文本,支线剧情,EV052完成后,EV052,story,EV052,1,完成主线 EV052 后开放。
CF04,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
XFG04,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
TMW04,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
CFZ04,正常文本,支线剧情,EV052完成后,EV052,story,EV052,1,完成主线 EV052 后开放。
JJF04,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
ZBQ04,正常文本,支线剧情,EV055完成后,EV055,story,EV055,1,完成主线 EV055 后开放。
ZSJ04,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
YSY04,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
XSY04,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
XXF03,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
ZM203,正常文本,支线剧情,EV055完成后,EV055,story,EV055,1,完成主线 EV055 后开放。
TJ03,正常文本,支线剧情,EV054完成后,EV054,story,EV054,1,完成主线 EV054 后开放。
EV059,主线,第七章：烽火连天,EV058完成后,EV058,battleWins,,2,累计赢得2场战棋，证明你能在实战压力下指挥。
EV060,正常文本,第七章：烽火连天,EV059完成后,EV059,story,EV059,1,完成上一段主线 EV059。
EV061,正常文本,第七章：烽火连天,EV060完成后,EV060,story,EV060,1,完成上一段主线 EV060。
EV062,正常文本,第七章：烽火连天,EV061完成后,EV061,story,EV061,1,完成上一段主线 EV061。
EV063,正常文本,第七章：烽火连天,EV062完成后,EV062,story,EV062,1,完成上一段主线 EV062。
EV064,正常文本,第七章：烽火连天,EV063完成后,EV063,story,EV063,1,完成上一段主线 EV063。
EV065,可选项,第七章：终局决断,EV064完成后,EV064,battleWins,,3,累计赢得3场战棋，进入终局决断。
ZHF05,正常文本,支线剧情,EV064完成后,EV064,story,EV064,1,完成主线 EV064 后开放。
QSS05,正常文本,支线剧情,EV064完成后,EV064,story,EV064,1,完成主线 EV064 后开放。
SBC05,正常文本,支线剧情,EV064完成后,EV064,story,EV064,1,完成主线 EV064 后开放。
SCA05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
HZY05,正常文本,支线剧情,EV064完成后,EV064,story,EV064,1,完成主线 EV064 后开放。
ZMZ05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
FTS05,正常文本,支线剧情,EV064完成后,EV064,story,EV064,1,完成主线 EV064 后开放。
MQH05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
GTY05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
STY03,正常文本,支线剧情,EV063完成后,EV063,story,EV063,1,完成主线 EV063 后开放。
LCE05,正常文本,支线剧情,EV064完成后,EV064,story,EV064,1,完成主线 EV064 后开放。
WTZ05,正常文本,支线剧情,EV064完成后,EV064,story,EV064,1,完成主线 EV064 后开放。
ZM05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
LPS05,正常文本,支线剧情,EV061完成后,EV061,story,EV061,1,完成主线 EV061 后开放。
CQF05,正常文本,支线剧情,EV061完成后,EV061,story,EV061,1,完成主线 EV061 后开放。
YSB05,正常文本,支线剧情,EV063完成后,EV063,story,EV063,1,完成主线 EV063 后开放。
XYG05,正常文本,支线剧情,EV063完成后,EV063,story,EV063,1,完成主线 EV063 后开放。
WLZ05,正常文本,支线剧情,EV064完成后,EV064,story,EV064,1,完成主线 EV064 后开放。
QBZ05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
GWJ05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
LXP03,正常文本,支线剧情,EV061完成后,EV061,story,EV061,1,完成主线 EV061 后开放。
AH05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
BY05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
JL05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
HY05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
HF05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
YY04,正常文本,支线剧情,EV063完成后,EV063,story,EV063,1,完成主线 EV063 后开放。
YY05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
HX05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
TP05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
SY05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
DY05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
HDZ05,正常文本,支线剧情,EV063完成后,EV063,story,EV063,1,完成主线 EV063 后开放。
LQM05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
BTB05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
MLX05,正常文本,支线剧情,EV061完成后,EV061,story,EV061,1,完成主线 EV061 后开放。
HQF05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
YQS05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
JSJ05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
SGD05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
WLG05,正常文本,支线剧情,EV061完成后,EV061,story,EV061,1,完成主线 EV061 后开放。
DXX05,正常文本,支线剧情,EV063完成后,EV063,story,EV063,1,完成主线 EV063 后开放。
CF05,正常文本,支线剧情,EV064完成后,EV064,story,EV064,1,完成主线 EV064 后开放。
XFG05,正常文本,支线剧情,EV064完成后,EV064,story,EV064,1,完成主线 EV064 后开放。
TMW05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
CFZ05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
JJF05,正常文本,支线剧情,EV064完成后,EV064,story,EV064,1,完成主线 EV064 后开放。
ZBQ05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
ZSJ05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
YSY05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
XSY05,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
HD03,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
TZ03,正常文本,支线剧情,EV065完成后,EV065,story,EV065,1,完成主线 EV065 后开放。
TH03,正常文本,支线剧情,EV064完成后,EV064,story,EV064,1,完成主线 EV064 后开放。
QM03,正常文本,支线剧情,EV064完成后,EV064,story,EV064,1,完成主线 EV064 后开放。
END-01,结局文本,结局,EV065,阶级民主+共和+高管理,,,,
END-02,结局文本,结局,EV065,高军事+忠诚于某派系,,,,
END-03,结局文本,结局,EV065,高战斗+多次前线作战,,,,
END-04,结局文本,结局,EV065,四围均衡+广泛人脉,,,,
END-05,结局文本,结局,EV065,极端立场+极高人望,,,,
END-06,结局文本,结局,EV065,战败被俘拒绝投降,,,,
END-07,结局文本,结局,EV065,内战失败但存活,,,,
END-08,结局文本,结局,EV065,母亲家族好感极高,,,,
END-09,结局文本,结局,EV065,被俘且不妥协,,,,
END-10,结局文本,结局,EV065,战败投降未被接纳,,,,
END-11,结局文本,结局,EV065,民族皇汉+暗中勾结,,,,
